Title,Authors,Abstract,URL,Paper ID
Supply chain planning in the German automotive industry,H. Meyr,,https://www.semanticscholar.org/paper/004563b9244358f675530e0b1631fef7adb27317,004563b9244358f675530e0b1631fef7adb27317
A framework for collaborative planning and state-of-the-art,H. Stadtler,,https://www.semanticscholar.org/paper/880a4a19195ee34ba39747a8ce30f1fb6e6de9b4,880a4a19195ee34ba39747a8ce30f1fb6e6de9b4
TRADE FACILITATION INDICATORS: THE POTENTIAL IMPACT OF TRADE FACILITATION ON DEVELOPING COUNTRIES’ TRADE,English-Or English,,https://www.semanticscholar.org/paper/0114efcc7fe4bc8d7db1f0ea0ee7b2c3ce983ae8,0114efcc7fe4bc8d7db1f0ea0ee7b2c3ce983ae8
On Learning Sets of Symmetric Elements (Extended Abstract),"Haggai Maron, O. Litany, Gal Chechik, Ethan Fetaya","Learning from unordered sets is a fundamental learning setup, recently attracting increasing attention. Research in this area has focused on the case where elements of the set are represented by feature vectors, and far less emphasis has been given to the common case where set elements themselves adhere to their own symmetries. That case is relevant to numerous applications, from deblurring image bursts to multi-view 3D shape recognition and reconstruction. In this paper, we present a principled approach to learning sets of general symmetric elements. We first characterize the space of linear layers that are equivariant both to element reordering and to the inherent symmetries of elements, like translation in the case of images. We further show that networks that are composed of these layers, called Deep Sets for Symmetric Elements layers (DSS), are universal approximators of both invariant and equivariant functions, and that these networks are strictly more expressive than Siamese networks. DSS layers are also straightforward to implement. Finally, we show that they improve over existing set-learning architectures in a series of experiments with images, graphs, and point clouds.",https://www.semanticscholar.org/paper/5d355ec1053cf0c0c33156fa37a053e73d740878,5d355ec1053cf0c0c33156fa37a053e73d740878
Stereotactic Radiosurgery for Brainstem Arteriovenous Malformations: A Multicenter Study,"O. Cohen-Inbar, O. Cohen-Inbar, R. Starke, Cheng-chia Lee, H. Kano, P. Huang, D. Kondziolka, I. Grills, Danilo Silva, Mahmoud Abbassy, S. Missios, G. Barnett, L. Lunsford, J. Sheehan","BACKGROUND
The management of brainstem arteriovenous malformations (bAVMs) is a formidable challenge. bAVMs harbor higher morbidity and mortality compared to other locations.


OBJECTIVE
To review the outcomes following stereotactic radiosurgery (SRS) of bAVMs in a multicenter study.


METHODS
Six medical centers contributed data from 205 patients through the International Gamma Knife Research Foundation. Median age was 32 yr (6-81). Median nidus volume was 1.4 mL (0.1-69 mL). Favorable outcome (FO) was defined as AVM obliteration and no post-treatment hemorrhage or permanent symptomatic radiation-induced complications.


RESULTS
Overall obliteration was reported in 65.4% (n = 134) at a mean follow-up of 69 mo. Obliteration was angiographically proven in 53.2% (n = 109) and on MRA in 12.2% (n = 25). Actuarial rate of obliteration at 2, 3, 5, 7, and 10 yr after SRS was 24.5%, 43.3%, 62.3%, 73%, and 81.8% respectively. Patients treated with a margin dose >20 Gy were more likely to achieve obliteration (P = .001). Obliteration occurred earlier in patients who received a higher prescribed margin dose (P = .05) and maximum dose (P = .041). Post-SRS hemorrhage occurred in 8.8% (n = 18). Annual postgamma knife latency period hemorrhage was 1.5%. Radiation-induced complications were radiologically evident in 35.6% (n = 73), symptomatic in 14.6% (n = 30), and permanent in 14.6% (n = 30, which included long-tract signs and new cranial nerve deficits). FO was achieved in 64.4% (n = 132). Predictors of an FO were a higher Virginia radiosurgery AVM scale score (P = .003), prior hemorrhage (P = .045), and a lower prescribed maximum dose (P = .006).


CONCLUSION
SRS for bAVMs results in obliteration and avoids permanent complications in the majority of patients.",https://www.semanticscholar.org/paper/80019a5f5c1ac7f75dfd4acda4d1ebba4ad05ec2,80019a5f5c1ac7f75dfd4acda4d1ebba4ad05ec2
Helical Klinotactic Locomotion of Two‐Link Nanoswimmers with Dual‐Function Drug‐Loaded Soft Polysaccharide Hinges,"Jiaen Wu, Bumjin Jang, Y. Harduf, Zvi Chapnik, Ömer Bartu Avci, Xiangzhong Chen, J. Puigmartí‐Luis, O. Ergeneman, B. Nelson, Y. Or, S. Pané","Inspired by the movement of bacteria and other microorganisms, researchers have developed artificial helical micro‐ and nanorobots that can perform corkscrew locomotion or helical path swimming under external energy actuation. In this paper, for the first time the locomotion of nonhelical multifunctional nanorobots that can swim in helical klinotactic trajectories, similarly to rod‐shaped bacteria, under rotating magnetic fields is investigated. These nanorobots consist of a rigid ferromagnetic nickel head connected to a rhodium tail by a flexible hydrogel‐based hollow hinge composed of chemically responsive chitosan and alginate multilayers. This design allows nanoswimmers switching between different dynamic behaviors—from in‐plane tumbling to helical klinotactic swimming—by varying the rotating magnetic field frequency and strength. It also adds a rich spectrum of swimming capabilities that can be adjusted by varying the type of applied magnetic fields and/or frequencies. A theoretical model is developed to analyze the propulsion mechanisms and predict the swimming behavior at distinct rotating magnetic frequencies. The model shows good agreement with the experimental results. Additionally, the biomedical capabilities of the nanoswimmers as drug delivery platforms are demonstrated. Unlike previous designs constitute metallic segments, the proposed nanoswimmers can encapsulate drugs into their hollow hinge and successfully release them to cells.",https://www.semanticscholar.org/paper/a779e4eebad67fd7165866c0114c9dfefb93ec54,a779e4eebad67fd7165866c0114c9dfefb93ec54
GBA-Associated Parkinson’s Disease and Other Synucleinopathies,"Z. Gan-Or, Christopher Liong, R. Alcalay",,https://www.semanticscholar.org/paper/68d3213cb8ea32464e905551c3c68dfb374472e2,68d3213cb8ea32464e905551c3c68dfb374472e2
Revisiting the Properties of Money,"Isaiah Hull, Or Sattath","The properties of money commonly referenced in the economics literature were originally identified by Jevons (1876) and Menger (1892) in the late 1800s and were intended to describe physical currencies, such as commodity money, metallic coins, and paper bills. In the digital era, many non-physical currencies have either entered circulation or are under development, including demand deposits, cryptocurrencies, stablecoins, central bank digital currencies (CBDCs), in-game currencies, and quantum money. These forms of money have novel properties that have not been studied extensively within the economics literature, but may be important determinants of the monetary equilibrium that emerges in the forthcoming era of heightened currency competition. This paper makes the first exhaustive attempt to identify and define the properties of all physical and digital forms of money. It reviews both the economics and computer science literatures and categorizes properties within an expanded version of the original functions-and-properties framework of money that includes societal and regulatory objectives.",https://www.semanticscholar.org/paper/756c977077efdf67540dddb02f13982f2d70577c,756c977077efdf67540dddb02f13982f2d70577c
Accelerating Recursive Partition-Based Causal Structure Learning,"Md. Musfiqur Rahman, A. Rasheed, Md. Mosaddek Khan, Mohammad Ali Javidian, Pooyan Jamshidi, Md. Mamun-Or-Rashid","Causal structure discovery from observational data is fundamental to the causal understanding of autonomous systems such as medical decision support systems, advertising campaigns and self-driving cars. This is essential to solve well-known causal decision making and prediction problems associated with those real-world applications. Recently, recursive causal discovery algorithms have gained particular attention among the research community due to their ability to provide good results by using Conditional Independent (CI) tests in smaller sub-problems. However, each of such algorithms needs a refinement function to remove undesired causal relations of the discovered graphs. Notably, with the increase of the problem size, the computation cost (i.e., the number of CI-tests) of the refinement function makes an algorithm expensive to deploy in practice. This paper proposes a generic causal structure refinement strategy that can locate the undesired relations with a small number of CI-tests, thus speeding up the algorithm for large and complex problems. We theoretically prove the correctness of our algorithm. We then empirically evaluate its performance against the state-of-the-art algorithms in terms of solution quality and completion time in synthetic and real datasets.",https://www.semanticscholar.org/paper/e1f7d991407ec325c20e4f4527144f33f952d06b,e1f7d991407ec325c20e4f4527144f33f952d06b
Usability Study of a Computer-Based Self-Management System for Older Adults with Chronic Diseases,"C. Or, D. Tao","Background Usability can influence patients’ acceptance and adoption of a health information technology. However, little research has been conducted to study the usability of a self-management health care system, especially one geared toward elderly patients. Objective This usability study evaluated a new computer-based self-management system interface for older adults with chronic diseases, using a paper prototype approach. Methods Fifty older adults with different chronic diseases participated. Two usability evaluation methods were involved: (1) a heuristics evaluation and (2) end-user testing with a think-aloud testing method, audio recording, videotaping, and interviewing. A set of usability metrics was employed to determine the overall system usability, including task incompletion rate, task completion time, frequency of error, frequency of help, satisfaction, perceived usefulness, and perceived ease of use. Interviews were used to elicit participants’ comments on the system design. The quantitative data were analyzed using descriptive statistics and the qualitative data were analyzed for content. Results The participants were able to perform the predesigned self-management tasks with the current system design and they expressed mostly positive responses about the perceived usability measures regarding the system interface. However, the heuristics evaluation, performance measures, and interviews revealed a number of usability problems related to system navigation, information search and interpretation, information presentation, and readability. Design recommendations for further system interface modifications were discussed. Conclusions This study verified the usability of the self-management system developed for older adults with chronic diseases. Also, we demonstrated that our usability evaluation approach could be used to quickly and effectively identify usability problems in a health care information system at an early stage of the system development process using a paper prototype. Conducting a usability evaluation is an essential step in system development to ensure that the system features match the users’ true needs, expectations, and characteristics, and also to minimize the likelihood of the users committing user errors and having difficulties using the system.",https://www.semanticscholar.org/paper/c0c4df8303badb222dfcac4aa1a00027d731572c,c0c4df8303badb222dfcac4aa1a00027d731572c
Strategies for Scaleable Communication and Coordination in Multi-Agent (UAV) Systems,"Jonathan Ponniah, Or D. Dantsker","A system is considered in which agents (UAVs) must cooperatively discover interest-points (i.e., burning trees, geographical features) evolving over a grid. The objective is to locate as many interest-points as possible in the shortest possible time frame. There are two main problems: a control problem, where agents must collectively determine the optimal action, and a communication problem, where agents must share their local states and infer a common global state. Both problems become intractable when the number of agents is large. This survey/concept paper curates a broad selection of work in the literature pointing to a possible solution; a unified control/communication architecture within the framework of reinforcement learning. Two components of this architecture are locally interactive structure in the state-space, and hierarchical multi-level clustering for system-wide communication. The former mitigates the complexity of the control problem and the latter adapts to fundamental throughput constraints in wireless networks. The challenges of applying reinforcement learning to multi-agent systems are discussed. The role of clustering is explored in multi-agent communication. Research directions are suggested to unify these components.",https://www.semanticscholar.org/paper/7a78a9ea1ee86ca94f03c72924b8531c7fd8a849,7a78a9ea1ee86ca94f03c72924b8531c7fd8a849
Research Note - Quantity Discounts in Differentiated Consumer Product Markets,"Ramanathan Subramaniam, Esther Gal‐Or","In this paper, we extend the standard Hotelling model of product differentiation to incorporate a second dimension of consumer heterogeneity that relates to the quantity of the product consumers wish to buy. This extension allows us to derive optimal nonlinear pricing rules chosen by competing sellers when offering differentiated products in the marketplace. It also permits us to assess whether sellers find it optimal to offer quantity discounts in such a setting, and the implications of such discounts on their profitability. We find that offering quantity discounts corresponds, indeed, to equilibrium behavior. The extent of discounting declines the less differentiated the products. Surprisingly, when sellers offer to consumers a choice between two different-sized packages, their profits are, at most, as high as when such a choice is unavailable. Moreover, when utilizing nonlinear pricing rules is not feasible, the profits of the sellers actually decline when they offer consumers a choice between different-sized packages. A limited empirical investigation supports the comparative statics we derive in our theoretical model.",https://www.semanticscholar.org/paper/74a76d72e66a21cd8b6b5fc2f4cf00412e052f62,74a76d72e66a21cd8b6b5fc2f4cf00412e052f62
Intravenous Low-Dose Ketamine Provides Greater Pain Control Compared to Fentanyl in a Civilian Prehospital Trauma System: A Propensity Matched Analysis,"E. Bronsky, Catherine Koola, A. Orlando, Diane Redmond, C. D’Huyvetter, Heather Sieracki, Allen Tanner, R. Fowler, C. Mains, D. Bar-Or","Abstract Objective: A few studies report comparable analgesic efficacy between low-dose ketamine and opioids such as morphine or fentanyl; however, limited research has explored the safety and effectiveness of intravenous low-dose ketamine as a primary analgesic in a civilian prehospital setting. The objective of this study is to compare pain control between low-dose ketamine and fentanyl when administered intravenously (IV) for the indication of severe pain. Methods: This was a retrospective, observational review of prehospital adult patients (≥18 years) who presented with severe pain (numeric rating scale, 7–10) and were treated solely with either low-dose ketamine IV or fentanyl IV between January 1, 2014 and December 31, 2016. Propensity matched analysis was performed adjusting for all baseline variables with p ≤ 0.10 and for baseline pain score to match ketamine and fentanyl patients on a one-to-one ratio. The primary outcome was change in pain score from baseline to after treatment and evaluated with a paired t-test. Secondary outcomes were changes in vital signs and Glasgow coma scale (GCS) from baseline to after treatment, as well as incidence of clinically significant adverse events (AEs); AEs were followed from scene arrival through emergency department discharge. Results: Propensity matched analysis produced 79 matched pairs. Ketamine IV patients, receiving a mean (SD) dose of 0.3 (0.1) mg/kg, showed a significantly larger mean decrease in pain after treatment, compared to the fentanyl IV patients (−5.5 (3.1) vs. −2.5 (2.4), p < 0.001). A significantly greater proportion of patients receiving ketamine IV achieved at least a 50% reduction in pain compared to those receiving fentanyl IV (67% vs. 19%, p < 0.001), marking 52 ketamine IV patients as responders to treatment. Vital signs demonstrated a nonsignificant decrease in blood pressure, respiratory rate, heart rate, and GCS. No clinically significant AEs were reported for patients receiving ketamine IV. Conclusion: The significant reduction in pain, significantly high proportion of ketamine responders, and the lack of clinically significant AEs characterizing patients receiving low-dose ketamine IV compared to fentanyl IV, all provide further support for its use as an effective prehospital analgesic. Level of Evidence: Level III, therapeutic.",https://www.semanticscholar.org/paper/68cf631124cc7826a8820b4099446b743b511c03,68cf631124cc7826a8820b4099446b743b511c03
In search of a European economic imaginary of competition: fifty years of the Commission’s annual reports,Or Brook,"Abstract The term ‘competition’ is a core notion for social and economic thinking and the organisation of markets. Nevertheless, this paper shows that there is no single acceptable economic imaginary ascribed to the notion in Europe. The search for the meaning of competition is an ongoing journey, from the EU’s very inception 60 years ago to the present day, which is inherently tied to the objectives, scope, and boundaries of EU (competition) law and to socio-economic transformations. The paper first reviews the history of the notion in both common-usage language and in legal-economic thinking. It exposes the emergence of three parallel, partly conflicting, imaginaries influencing the notion in EU competition law: Keynesian, ordoliberal, and neoliberal. After demonstrating that no single imaginary was adopted by EU primary, secondary, or soft laws, it applies Critical Discourse Analysis to the Commission’s annual reports on competition (1971–2020) in search for the meaning of competition. The paper reveals that the notion of competition had acquired one meaning in ‘hard’ contexts of the enforcement (scope of the prohibition of competition; exceptions or justifications for allowing otherwise anti-competitive behaviour), and another meaning in ‘softer’ contexts (mandates of the competition rules, and to a lesser extent – selection of enforcement priorities). While the ‘hard’ contexts have experienced a transformation from Keynesian and ordoliberal imaginary of competition to a neoliberal notion; the ‘soft’ contexts still invoke a broader notion reflecting influences from all three theories. Finally, the paper argues that although the lack of a clear definition for competition undoubtedly raises challenges relating to the rule of law, legal certainty, and uniformity, its ambiguity also serves as a powerful tool in safeguarding the durability and legitimacy of competition as an economic imaginary. It allows tailoring the notion of competition to changing legal, economic, and social conditions without a Treaty amendment.",https://www.semanticscholar.org/paper/c63c5010927f0dd1c8b54d66a071bdca65d81b77,c63c5010927f0dd1c8b54d66a071bdca65d81b77
A Lifespan Development Theory of Insecure Attachment and Internalizing Symptoms: Integrating Meta-Analytic Evidence via a Testable Evolutionary Mis/Match Hypothesis,"Or Dagan, A. Groh, S. Madigan, K. Bernard","Attachment scholars have long argued that insecure attachment patterns are associated with vulnerability to internalizing symptoms, such as depression and anxiety symptoms. However, accumulating evidence from the past four decades, summarized in four large meta-analyses evaluating the link between insecure attachment subtypes and internalizing symptoms, provide divergent evidence for this claim. This divergent evidence may be accounted for, at least in part, by the developmental period under examination. Specifically, children with histories of deactivating (i.e., insecure/avoidant) but not hyperactivating (i.e., insecure/resistant) attachment patterns in infancy and early childhood showed elevated internalizing symptoms. In contrast, adolescents and adults with hyperactivating (i.e., insecure/preoccupied) but not deactivating (i.e., insecure/dismissing) attachment classifications showed elevated internalizing symptoms. In this paper, we summarize findings from four large meta-analyses and highlight the divergent meta-analytic findings that emerge across different developmental periods. We first present several potential methodological issues that may have contributed to these divergent findings. Then, we leverage clinical, developmental, and evolutionary perspectives to propose a testable lifespan development theory of attachment and internalizing symptoms that integrates findings across meta-analyses. According to this theory, subtypes of insecure attachment patterns may be differentially linked to internalizing symptoms depending on their mis/match with the developmentally appropriate orientation tendency toward caregivers (in childhood) or away from them (i.e., toward greater independence in post-childhood). Lastly, we offer future research directions to test this theory.",https://www.semanticscholar.org/paper/807748c6eb2d040eafdc93e0d6d69229b614d75e,807748c6eb2d040eafdc93e0d6d69229b614d75e
High Potential But Limited Evidence: Using Voice Data From Smartphones to Monitor and Diagnose Mood Disorders,"Flora Or, J. Torous, J. Onnela","Objective: This article evaluates the potential of smartphone audio data to monitor individuals recovering from mood disorders. Method: A comprehensive literature review was conducted based on searches in 9 bibliographic databases. Results: Seven articles were identified that used smartphone audio data to monitor participants with bipolar disorder from 4 to 14 weeks. The studies captured audio data in various contexts (e.g., in-person daily conversations, phone calls) and used common audio features (e.g., pitch and volume) to ascertain clinically relevant outcomes, including mood and social rhythm. Findings suggest that the utility of audio data in clinical and research contexts remains relatively unexplored and presents some challenges. For example, information on adherence and engagement among individuals recovering from bipolar disorder were often insufficient to gauge the generalizability of findings. Conclusions and Implications for Practice: Despite growing interest, additional research is required to confirm clinical utility of smartphone audio data for mood disorders.",https://www.semanticscholar.org/paper/5b68a58bfeb6b75695fbe38cf9ced6329a63afcd,5b68a58bfeb6b75695fbe38cf9ced6329a63afcd
"Flight Data Acquisition Platform Development, Integration, and Operation on Small- to Medium-Sized Unmanned Aircraft","Or D. Dantsker, R. Mancuso","Unmanned aerial vehicles (UAVs) are rapidly increasing in popularity for civilian, military, and research applications, and as part of this uptrend, signiﬁcant effort has been undertaken to integrate an increasing amount of sensing into these vehicles. This sensing, or in other words, acquisition of sensor data, is part of the core functionality of UAVs — without the ability to sense, an unmanned aircraft is unable to function. By intelligently integrating sensors into a vehicle and properly interfacing with them, one is able to derive streams of data from these sensors, which allow the aircraft to ﬂy and the desired mission to occur. In just the past several years, along with the uptrend in UAV use, there has been an increase in the research to evaluate and improve aircraft performance and ﬂight characteristics. All of these efforts depend on the ability to acquire and utilize high ﬁdelity data from a large range of sensors and devices. This paper will ﬁrst provide an overview for the development of a data acquisition system. It will then focus on the design aspects involved including system architecture, sensing interfaces, common sensors, and user interface. Next, the paper will present a study of data acquisition systems and ﬂight control systems that have been used in UAV research, with their speciﬁcations. Finally, avionics integration examples will be provided to demonstrate application in an unmanned aircraft.",https://www.semanticscholar.org/paper/0040a285e4c484f4bee081c09a12038b2c5ebf1b,0040a285e4c484f4bee081c09a12038b2c5ebf1b
Mechanism design for machine scheduling problems: classification and literature overview,"Dominik Kress, Sebastian Meiswinkel, E. Pesch",,https://www.semanticscholar.org/paper/873ae532d664458a2a1cfc72b88766d6df94957d,873ae532d664458a2a1cfc72b88766d6df94957d
Improving the Performance of Health Care Systems: From Measures to Action (A Review of Experiences in Four OECD Countries),Z. Or,,https://www.semanticscholar.org/paper/5d8d201502fbce8b0949f754ffe291cb13801aa7,5d8d201502fbce8b0949f754ffe291cb13801aa7
Convolutional Neural Network Approach for Precise Fingerprint Recognition,"Md. Harun Or Rashid, Sabiha Rahman, Jebunnesa Satu, A. Tariq","Fingerprint recognition is a technique which is used for identifying people automatically. This technique is one of the most effective and popular biometric techniques. The effectiveness of this technique is depends on the quality of the fingerprint which was given as input. If the quality of fingerprint is noise free then it is possible to detect a reliable set of features otherwise it is not possible. The name of the dataset used in this research is Sokoto Coventry Fingerprint Dataset. Original data and altered data from the dataset have been used. There have several algorithms for fingerprint recognition which is offered by the recent advances pattern recognition and machine learning. Convolutional Neural Network (CNN) is one of the algorithms for fingerprint recognition. Image processing speed is very high in this algorithm. In this paper, the focus is on recognizing fingerprints with the use of CNN. It have a very high performance and for that reason this algorithm is used for classification and recognition of image. It follows a hierarchical model for build a network just like a funnel and gives a layer that are fully connected. In this network neurons are connected together where the output is processed. This method can achieve about 99% accuracy of recognition if the input data set is noise free and train the data set in a right way.",https://www.semanticscholar.org/paper/7fa59e6352491106786b4889e5efb41399d83deb,7fa59e6352491106786b4889e5efb41399d83deb
"Security Study of 5G Heterogeneous Network: Current Solutions, Limitations & Future Direction","Md. Amir Hasnat, Sarker Tanveer Ahmed Rurnee, M. Razzaque, Md. Mamun-Or-Rashid","Now-a-days security study of heterogeneous systems within SDN based 5G Network is a highly prioritized research discussion. Usually 5G heterogeneous network manages all sorts of networks by using Software Defined intelligent Network System. Virtually the security system will also be designed based on control unit. The objective of this paper is to find the weaknesses of 5G heterogeneous network along with different barriers and difficulties and their corresponding countermeasures as well. This paper shortly discusses the vulnerabilities of different types of cellular networks integrated within 5G heterogeneous network along with its weakness, possible attacks and countermeasures. Finally, it also discusses a standardization method for the detection of security attacks on 5G networks.",https://www.semanticscholar.org/paper/460389751a289749a36bb9cad0e262ff6ad7d304,460389751a289749a36bb9cad0e262ff6ad7d304
Epileptic seizure classification using statistical features of EEG signal,"Md Mamun Or Rashid, Mohiudding Ahmad","Epilepsy detection is enough time consuming and requires thorough observation to determine epilepsy type and locate the responsible area of the cerebral cortex. This paper proposes an effortless epilepsy classification method for straightforward epilepsy detection and investigates the classification accuracy of multiclass EEG signal during epilepsy. To accomplish our research work we exploit DWT MATLAB toolbox to obtain responsible features to accumulate feature vectors. Afterwards feature vectors are given in the input layer of the NN classifiers to differentiate normal, interictal and ictal EEG periods. Accuracy rate is calculated based on the confusion matrix. Proposed method can be utilized to monitor and detect epilepsy type incorporating with alarm system.",https://www.semanticscholar.org/paper/6ad9036fb06e91b4bae14dbb69635caf65f1f5e3,6ad9036fb06e91b4bae14dbb69635caf65f1f5e3
Scaling concurrent queues by using HTM to profit from failed atomic operations,"Or Ostrovsky, Adam Morrison","Queues are fundamental concurrent data structures, but despite years of research, even the state-of-the-art queues scale poorly. This poor scalability occurs because of contended atomic read-modify-write (RMW) operations. This paper makes a first step towards designing a scalable linearizable queue. We leverage hardware transactional memory (HTM) to design TxCAS, a scalable compare-and-set (CAS) primitive---despite HTM being targeted mainly at uncontended scenarios. Leveraging TxCAS's scalability requires a queue design that does not blindly retry failed CASs. We thus apply TxCAS to the baskets queue, which steers enqueuers whose CAS fails into dedicated basket data structures. Coupled with a new, scalable basket algorithm, we obtain SBQ, the scalable baskets queue. At high concurrency levels, SBQ outperforms the fastest queue today by 1.6X on a producer-only workload.",https://www.semanticscholar.org/paper/4814082fc63c79bb99330aa425d2d75275506a4e,4814082fc63c79bb99330aa425d2d75275506a4e
Early versus late arteriovenous malformation responders after stereotactic radiosurgery: an international multicenter study.,"O. Cohen-Inbar, Robert M. Starke, Robert M. Starke, Gabriella M. Paisan, H. Kano, P. Huang, rafael rodriguez-Mercado, L. Almodóvar, I. Grills, D. Mathieu, Danilo Silva, Mahmoud Abbassy, S. Missios, John Y. K. Lee, G. Barnett, D. Kondziolka, L. Lunsford, J. Sheehan","OBJECTIVE The goal of stereotactic radiosurgery (SRS) for arteriovenous malformation (AVM) is complete nidus obliteration, thereby eliminating the risk of future hemorrhage. This outcome can be observed within the first 18 months, although documentation of AVM obliteration can extend to as much as 5 years after SRS is performed. A shorter time to obliteration may impact the frequency and effect of post-SRS complications and latency hemorrhage. The authors' goal in the present study was to determine predictors of early obliteration (18 months or less) following SRS for cerebral AVM. METHODS Eight centers participating in the International Gamma Knife Research Foundation (IGKRF) obtained institutional review board approval to supply de-identified patient data. From a cohort of 2231 patients, a total of 1398 patients had confirmed AVM obliteration. Patients were sorted into early responders (198 patients), defined as those with confirmed nidus obliteration at or prior to 18 months after SRS, and late responders (1200 patients), defined as those with confirmed nidus obliteration more than 18 months after SRS. The median clinical follow-up time was 63.7 months (range 7-324.7 months). RESULTS Outcome parameters including latency interval hemorrhage, mortality, and favorable outcome were not significantly different between the 2 groups. Radiologically demonstrated radiation-induced changes were noted more often in the late responder group (376 patients [31.3%] vs 39 patients [19.7%] for early responders, p = 0.005). Multivariate independent predictors of early obliteration included a margin dose > 24 Gy (p = 0.031), prior surgery (p = 0.002), no prior radiotherapy (p = 0.025), smaller AVM nidus (p = 0.002), deep venous drainage (p = 0.039), and nidus location (p < 0.0001). Basal ganglia, cerebellum, and frontal lobe nidus locations favored early obliteration (p = 0.009). The Virginia Radiosurgery AVM Scale (VRAS) score was significantly different between the 2 responder groups (p = 0.039). The VRAS score was also shown to be predictive of early obliteration on univariate analysis (p = 0.009). For early obliteration, such prognostic ability was not shown for other SRS- and AVM-related grading systems. CONCLUSIONS Early obliteration (≤ 18 months post-SRS) was more common in patients whose AVMs were smaller, located in the frontal lobe, basal ganglia, or cerebellum, had deep venous drainage, and had received a margin dose > 24 Gy.",https://www.semanticscholar.org/paper/1cfe2819405972217513ca9cf2cd13697b8446ff,1cfe2819405972217513ca9cf2cd13697b8446ff
Are Positive and Negative Outcomes of Organizational Justice Conditioned by LeaderMember Exchange?,"Shkoler Or, Israel Independent researcher, Aharon Tziner, Cristinel Vasiliu, Claudiu-Nicolae Ghinea, Otopeni Romania S.C. Therme Nord Bucure ti Srl","The workplace is complex, comprising many entities (abstract and tangible) – affective states, attitudes, and perceptions, but also workers and managers themselves and their behaviors. Understanding the link between them is vital for organizational prosperity. In the current paper, the perceptions of organizational justice are investigated as a precursor to two important outcomes – organizational citizenship behavior and counterproductive work behavior. To that end, a two-step research study was conducted to test a moderated-mediation model. First, a pilot study of 93 Romanian employees was undertaken, followed by a larger study consisting of 3293 Romanian workers. There were distinct differences between the two studies. Implications, limitations, and suggestions for future research are discussed.",https://www.semanticscholar.org/paper/1b589a150b354c519f6689728a9e0ac4edcf6a94,1b589a150b354c519f6689728a9e0ac4edcf6a94
Feasibility and acceptability of electronic EQ-5D-5L for routine measurement of HRQOL in patients with chronic musculoskeletal problems in Hong Kong primary care,"A. P. P. Ng, Kiki S N Liu, W. H. Cheng, C. Wong, John King Yiu Cheng, J. Lam, C. Or, E. Tse, C. Lam","Background Information on HRQOL can enhance patient diagnosis and management but it is rarely available in routine clinical practice. This mixed-method study evaluated the feasibility and acceptability of the electronic EQ-5D-5L measurement of HRQOL in patients with chronic musculoskeletal problems in primary care. Methods In three primary care clinics, 665 patients with musculoskeletal problems completed the electronic EQ-5D-5L and Visual Analogue Scale (e-EQ-5D-5L/VAS), and a questionnaire on socio-demographics, perceived ease of use (PEOU), and perceived usefulness (PU) at baseline and two follow-ups. Patient completion and response rates, and time to complete the e-EQ-5D-5L/VAS were measured. During the same consultations, 49 doctors reviewed the e-EQ-5D-5L/VAS reports and completed a clinician questionnaire on PEOU, PU, and time spent to address each report. Individual interviews along with focus group discussions were conducted on patients, doctors, and research assistants for further exploration. Results Mean completion time reduced from baseline to first and second follow-up (120.66, 83.99, and 105.22 s, respectively). Completion and response rates were high at each follow-up visit (> 99.8% and > 91.11%, respectively). Doctors needed less than 2 min to read the report but felt the time required to address the report was a significant barrier. Some patients had difficulties using e-platforms, in understanding or answering questions; but, PEOU improved with time ( p  < 0.001). Most patients found the e-platforms useful (> 85.3%). Clinicians agreed a great majority of the reports were easy to use (76.0–85.1%) and useful (69.2–72.0%), particularly aiding with a holistic view of the patient's musculoskeletal problem. Conclusion The e-EQ-5D-5L/VAS is a feasible and acceptable measurement of HRQOL of patients with chronic musculoskeletal problems in routine primary care in Hong Kong which can assist real-time management decisions. Trial registration : NCT03609762.",https://www.semanticscholar.org/paper/cb5b242831b4e22b9693084d7375ce80f886056d,cb5b242831b4e22b9693084d7375ce80f886056d
